CustomerID,Age,Gender,AnnualIncome,SpendingScore,TimeOnWebsite,PreviousPurchases,ProductCategory,DiscountUsed,Purchased
1161,18,Female,116330,15,35,5,Electronics,No,0
1162,63,Female,46145,71,36,16,Clothing,No,1
1163,54,Male,95622,36,52,17,Sports,Yes,1
1164,38,Male,128739,14,54,3,Clothing,Yes,1
1165,43,Male,46442,78,28,8,Electronics,Yes,1
1166,63,Female,101948,3,39,9,Groceries,Yes,1
1167,53,Male,143585,67,44,1,Groceries,No,1
1168,40,Male,45596,86,4,10,Sports,Yes,1
1169,18,Female,95791,19,10,10,Clothing,No,0
1170,57,Female,62406,99,6,10,Beauty,No,1
1171,32,Male,60524,76,57,0,Electronics,No,1
1172,38,Female,43332,54,30,13,Groceries,No,1
1173,64,Female,130160,69,54,0,Groceries,Yes,1
1174,26,Female,35764,10,46,8,Clothing,No,1
1175,26,Female,47563,33,35,0,Groceries,No,0
1176,27,Male,107675,13,49,3,Clothing,Yes,1
1177,43,Female,56370,99,43,0,Electronics,No,1
1178,58,Male,25062,51,10,18,Clothing,Yes,1
1179,52,Male,64645,32,58,9,Groceries,Yes,1
1180,42,Male,142759,75,53,14,Clothing,Yes,1
1181,43,Male,27244,24,32,19,Groceries,Yes,1
1182,28,Female,26372,35,42,3,Sports,No,0
1183,55,Female,125409,83,42,19,Groceries,Yes,1
1184,19,Female,146248,70,3,13,Groceries,No,1
1185,24,Male,105501,40,56,4,Groceries,No,0
1186,35,Male,137450,54,26,14,Sports,Yes,1
1187,44,Male,84471,44,15,14,Beauty,No,0
1188,51,Female,130533,62,17,15,Groceries,No,1
1189,44,Male,36956,99,27,15,Beauty,No,1
1190,34,Female,60473,68,18,3,Electronics,Yes,1
1191,60,Female,33894,33,51,8,Clothing,No,1
1192,61,Female,130584,77,19,0,Beauty,Yes,1
1193,41,Female,118918,56,12,4,Electronics,Yes,1
1194,42,Male,89586,36,24,8,Clothing,Yes,1
1195,24,Female,36709,54,5,19,Groceries,No,1
1196,23,Male,101258,19,24,4,Groceries,No,0
1197,41,Female,138428,43,27,3,Groceries,No,0
1198,50,Male,35210,12,48,15,Sports,Yes,1
1199,46,Male,69510,11,30,1,Sports,No,0
1200,60,Female,122081,70,15,15,Sports,Yes,1
1201,39,Female,58674,12,47,17,Sports,Yes,1
1202,43,Female,145251,91,59,1,Electronics,No,1
1203,45,Male,120025,41,38,15,Electronics,No,1
1204,38,Female,37733,25,44,0,Groceries,Yes,1
1205,24,Female,40080,3,34,15,Clothing,Yes,1
1206,34,Male,122200,3,27,2,Sports,No,0
1207,37,Female,73412,84,20,14,Clothing,No,1
1208,58,Male,144476,28,41,10,Electronics,No,1
1209,37,Female,78971,23,32,9,Sports,Yes,1
1210,39,Male,59709,48,4,16,Electronics,No,0
1211,45,Male,79846,67,5,3,Electronics,No,0
1212,57,Female,85480,42,53,16,Beauty,Yes,1
1213,24,Male,131768,88,58,3,Electronics,Yes,1
1214,18,Female,72960,40,8,18,Groceries,No,0
1215,49,Female,123550,6,22,0,Electronics,No,0
1216,30,Male,61152,20,42,13,Sports,No,1
1217,47,Female,47250,11,7,10,Groceries,Yes,1
1218,40,Male,105765,96,22,6,Electronics,No,1
1219,36,Male,137265,27,46,16,Groceries,Yes,1
1220,49,Male,68137,21,30,3,Electronics,No,0
1221,47,Male,102011,13,37,9,Groceries,Yes,1
1222,46,Male,138922,86,16,16,Clothing,No,1
1223,62,Male,143360,35,15,3,Beauty,No,0
1224,46,Male,141280,47,5,18,Groceries,No,0
1225,47,Male,66412,86,3,17,Sports,Yes,1
1226,33,Female,63876,28,23,16,Beauty,Yes,1
1227,57,Female,114547,21,10,5,Beauty,Yes,0
1228,36,Male,93664,18,5,6,Electronics,Yes,1
1229,35,Female,70227,31,23,5,Groceries,No,0
1230,18,Female,52450,60,15,11,Beauty,Yes,1
1231,31,Female,104433,37,18,8,Sports,Yes,1
1232,64,Female,93704,21,25,17,Sports,No,0
1233,19,Female,26861,14,8,1,Sports,Yes,0
1234,45,Female,127294,89,31,16,Electronics,No,1
1235,47,Male,81914,91,21,0,Clothing,Yes,1
1236,55,Female,83888,60,2,8,Groceries,Yes,1
1237,21,Female,99286,23,22,5,Beauty,No,0
1238,18,Female,81293,95,8,1,Groceries,No,0
1239,25,Female,102524,29,23,5,Beauty,No,0
1240,46,Male,88515,47,32,8,Electronics,No,1
1241,56,Male,43524,30,8,2,Groceries,Yes,0
1242,20,Male,27065,90,4,15,Electronics,Yes,1
1243,49,Male,57684,84,30,14,Electronics,No,1
1244,27,Female,108720,38,19,11,Groceries,No,0
1245,27,Male,53365,83,23,7,Groceries,Yes,1
1246,36,Male,78876,27,18,5,Beauty,No,0
1247,63,Male,43704,89,53,2,Sports,Yes,1
1248,51,Male,77857,87,29,3,Electronics,No,1
1249,50,Female,25622,93,23,9,Clothing,No,1
1250,40,Male,103797,15,33,13,Beauty,No,1
1251,45,Female,130468,59,52,14,Beauty,No,1
1252,49,Male,113955,3,47,6,Sports,Yes,1
1253,24,Female,120003,10,18,6,Sports,No,0
1254,46,Female,111141,79,54,7,Electronics,Yes,1
1255,25,Male,114707,80,44,9,Beauty,No,1
1256,18,Male,107700,17,33,18,Beauty,No,1
1257,20,Male,135404,83,7,18,Clothing,Yes,1
1258,41,Male,131733,11,51,1,Electronics,No,0
1259,40,Female,99332,48,28,14,Electronics,Yes,1
1260,25,Female,122390,5,1,0,Sports,No,0
1261,64,Male,116856,69,56,9,Electronics,Yes,1
1262,54,Male,86201,64,39,5,Clothing,No,1
1263,20,Female,52694,14,34,12,Electronics,No,1
1264,50,Male,109766,50,39,9,Groceries,No,1
1265,45,Female,42995,26,19,11,Groceries,No,0
1266,64,Male,112320,72,31,5,Clothing,No,1
1267,25,Female,100141,69,13,5,Sports,Yes,1
1268,51,Female,102999,7,57,0,Beauty,Yes,1
1269,52,Female,28419,16,24,11,Electronics,Yes,1
1270,49,Female,67952,55,5,9,Sports,No,1
1271,41,Female,143028,78,23,13,Sports,No,1
1272,31,Male,53837,56,19,14,Electronics,No,1
1273,49,Female,90799,4,1,3,Beauty,Yes,0
1274,63,Male,68877,100,33,0,Electronics,Yes,1
1275,60,Female,126255,48,59,7,Beauty,Yes,1
1276,33,Female,65687,17,50,2,Clothing,No,0
1277,21,Male,119667,36,56,13,Beauty,No,1
1278,54,Male,57276,70,33,16,Sports,Yes,1
1279,38,Male,54523,80,32,1,Clothing,Yes,1
1280,31,Male,86055,93,59,14,Groceries,Yes,1
1281,48,Female,74615,100,28,5,Clothing,Yes,1
1282,35,Male,116642,38,37,4,Beauty,No,0
1283,24,Female,130040,62,41,13,Clothing,Yes,1
1284,27,Male,30514,48,12,18,Clothing,No,0
1285,24,Male,67456,10,9,8,Groceries,No,0
1286,50,Female,27233,36,50,7,Beauty,No,1
1287,40,Female,21102,29,55,2,Sports,No,0
1288,38,Male,86133,78,11,17,Clothing,No,1
1289,36,Female,66715,4,33,7,Electronics,No,1
1290,36,Female,105193,44,19,15,Sports,Yes,1
1291,53,Female,130545,56,54,14,Clothing,Yes,1
1292,46,Female,124085,42,57,14,Sports,Yes,1
1293,35,Female,129101,100,42,15,Electronics,Yes,1
1294,19,Female,26256,13,34,0,Sports,No,0
1295,18,Female,141946,46,7,9,Sports,Yes,1
1296,64,Female,128684,82,31,18,Electronics,No,1
1297,22,Male,84800,33,52,4,Electronics,Yes,1
1298,37,Female,148900,21,2,17,Electronics,Yes,1
1299,28,Male,114937,80,19,2,Groceries,No,0
1300,59,Female,61548,79,38,3,Electronics,No,1
1301,19,Female,92090,57,32,3,Sports,Yes,1
1302,20,Female,98200,69,10,10,Electronics,Yes,1
1303,40,Female,62367,70,41,8,Clothing,No,1
1304,29,Male,148845,67,8,0,Electronics,No,0
1305,37,Male,133815,48,26,15,Electronics,No,1
1306,22,Female,109922,76,30,8,Beauty,No,1
1307,54,Male,90382,100,11,10,Sports,No,1
1308,55,Female,147602,33,41,5,Sports,No,0
1309,47,Female,146270,36,20,16,Clothing,No,0
1310,26,Male,146320,33,20,11,Groceries,No,0
1311,51,Male,46205,31,9,7,Beauty,No,0
1312,61,Female,45570,21,8,15,Clothing,No,0
1313,52,Female,50255,27,15,4,Clothing,Yes,0
1314,39,Male,41182,91,34,0,Sports,No,1
1315,61,Female,59373,72,24,16,Beauty,No,1
1316,41,Male,63019,62,33,7,Sports,Yes,1
1317,34,Female,82619,96,41,9,Groceries,No,1
1318,27,Female,36043,26,41,17,Sports,Yes,1
1319,47,Male,65532,66,45,14,Electronics,No,1
1320,63,Male,121290,12,40,19,Sports,Yes,1
1321,40,Male,85936,22,27,12,Electronics,No,1
1322,49,Female,39239,17,21,9,Clothing,Yes,1
1323,34,Female,30416,7,5,8,Groceries,Yes,1
1324,34,Female,23412,68,35,12,Electronics,No,1
1325,31,Female,101976,37,21,2,Groceries,No,0
1326,26,Male,44406,38,4,2,Sports,Yes,0
1327,57,Female,21875,96,49,0,Sports,Yes,1
1328,19,Female,139231,11,48,1,Clothing,Yes,1
1329,62,Female,57066,1,16,10,Sports,No,0
1330,42,Male,122072,25,57,13,Electronics,Yes,1
1331,56,Female,25752,42,31,9,Clothing,Yes,1
1332,26,Female,106753,52,26,6,Groceries,Yes,1
1333,39,Male,98025,24,52,0,Clothing,Yes,1
1334,60,Female,21353,53,35,6,Groceries,No,1
1335,63,Female,46986,56,6,14,Beauty,No,1
1336,21,Male,106907,63,33,10,Electronics,Yes,1
1337,43,Female,124901,81,21,5,Electronics,No,0
1338,46,Female,34691,8,16,6,Groceries,No,0
1339,62,Female,89847,59,47,6,Sports,Yes,1
1340,51,Male,68075,45,39,0,Sports,Yes,1
1341,40,Female,30794,27,34,9,Beauty,No,1
1342,54,Female,88470,52,42,14,Groceries,No,1
1343,28,Male,36406,18,57,7,Beauty,Yes,1
1344,23,Male,95930,91,15,18,Groceries,Yes,1
1345,35,Female,135897,86,6,2,Beauty,Yes,1
1346,38,Female,46872,16,2,14,Groceries,Yes,1
1347,59,Female,61708,66,24,3,Electronics,Yes,1
1348,53,Female,135492,5,56,5,Beauty,No,0
1349,58,Male,126629,82,49,9,Beauty,Yes,1
1350,55,Female,40800,3,28,17,Groceries,Yes,1
1351,51,Male,63397,91,1,15,Clothing,Yes,1
1352,34,Male,143313,81,1,17,Clothing,Yes,1
1353,54,Female,57909,80,28,5,Electronics,No,1
1354,42,Female,41352,70,36,18,Sports,No,1
1355,55,Male,121975,7,20,16,Sports,No,0
1356,29,Male,113848,50,48,17,Electronics,No,1
1357,40,Female,125596,14,8,12,Sports,No,0
1358,59,Male,35438,38,1,6,Groceries,No,0
1359,39,Female,108921,79,26,19,Clothing,Yes,1
1360,38,Female,64999,47,51,11,Electronics,Yes,1
1361,44,Male,38482,33,43,1,Groceries,Yes,1
1362,48,Male,52471,43,49,11,Electronics,No,1
1363,23,Female,67279,91,25,11,Clothing,No,1
1364,44,Male,129413,29,10,3,Sports,No,0
1365,57,Female,126748,57,12,3,Groceries,Yes,1
1366,51,Female,74213,5,41,17,Clothing,No,1
1367,29,Female,133909,93,7,15,Electronics,Yes,1
1368,62,Male,33026,96,12,13,Beauty,No,1
1369,24,Female,127625,60,47,16,Groceries,Yes,1
1370,27,Female,105184,70,40,16,Electronics,No,1
1371,62,Female,25435,2,17,2,Electronics,Yes,0
1372,34,Female,28493,70,5,5,Clothing,Yes,1
1373,43,Female,92227,43,14,12,Electronics,No,0
1374,38,Female,79321,4,34,8,Groceries,No,1
1375,45,Female,22763,56,48,8,Groceries,Yes,1
1376,63,Female,40389,93,17,7,Electronics,No,1
1377,19,Female,51498,59,35,16,Clothing,No,1
1378,60,Female,83755,89,55,15,Groceries,Yes,1
1379,18,Female,121545,9,1,15,Beauty,Yes,1
1380,53,Male,55825,3,59,18,Sports,Yes,1
1381,43,Female,36934,90,50,15,Clothing,No,1
1382,46,Female,25574,48,50,13,Clothing,Yes,1
1383,38,Female,58179,43,36,19,Sports,No,1
1384,28,Male,21587,91,15,13,Sports,No,1
1385,57,Female,62782,100,19,13,Groceries,Yes,1
1386,28,Male,124224,96,51,13,Electronics,No,1
1387,53,Female,74412,1,42,11,Electronics,No,1
1388,56,Female,80561,57,5,5,Beauty,Yes,1
1389,57,Male,97224,53,19,19,Electronics,Yes,1
1390,52,Female,24409,16,43,12,Beauty,No,1
1391,51,Male,147159,51,39,15,Beauty,Yes,1
1392,64,Male,91319,75,5,8,Clothing,Yes,1
1393,41,Female,119016,90,52,1,Clothing,No,1
1394,39,Female,46751,55,12,2,Groceries,Yes,1
1395,22,Female,58174,1,19,9,Sports,Yes,1
1396,50,Female,142678,90,47,19,Sports,No,1
1397,53,Male,76572,28,12,1,Beauty,No,0
1398,64,Male,81416,53,36,9,Sports,No,1
1399,37,Female,32041,58,12,7,Beauty,Yes,1
1400,36,Male,43227,73,18,16,Sports,Yes,1
1401,52,Male,55201,60,49,0,Groceries,No,1
1402,60,Female,56069,59,51,5,Clothing,Yes,1
1403,34,Male,102190,22,48,6,Clothing,Yes,1
1404,62,Male,46370,8,43,14,Beauty,Yes,1
1405,60,Female,115018,49,34,17,Sports,Yes,1
1406,51,Male,145342,42,48,8,Electronics,No,1
1407,26,Female,147173,27,33,7,Groceries,No,1
1408,43,Male,31586,39,49,9,Sports,Yes,1
1409,19,Female,70231,83,18,3,Electronics,Yes,1
1410,26,Male,145758,25,57,19,Groceries,Yes,1
1411,26,Male,25322,38,29,7,Groceries,No,1
1412,57,Female,85294,85,45,0,Clothing,No,1
1413,34,Female,99468,24,5,7,Beauty,No,0
1414,18,Female,49299,24,25,11,Sports,No,0
1415,42,Female,110715,60,24,14,Groceries,No,1
1416,60,Male,90793,83,29,12,Sports,Yes,1
1417,57,Male,66501,50,59,15,Groceries,Yes,1
1418,59,Male,77134,66,38,17,Clothing,No,1
1419,42,Female,131672,14,33,0,Beauty,No,0
1420,56,Male,29777,53,10,16,Electronics,Yes,1
1421,52,Male,31249,32,37,15,Electronics,No,1
1422,20,Female,140902,96,33,4,Clothing,Yes,1
1423,54,Female,41390,92,23,19,Groceries,No,1
1424,61,Male,40369,48,58,9,Clothing,Yes,1
1425,61,Female,32881,39,11,5,Beauty,No,0
1426,47,Male,29587,40,24,11,Electronics,Yes,1
1427,55,Male,113800,42,24,9,Sports,Yes,1
1428,51,Female,94327,77,7,16,Electronics,No,1
1429,29,Male,127009,76,50,1,Beauty,No,1
1430,36,Female,107911,8,21,18,Groceries,No,0
1431,54,Female,108147,79,20,19,Clothing,No,1
1432,61,Male,127562,26,53,5,Electronics,No,0
1433,34,Male,27833,12,10,12,Electronics,Yes,1
1434,27,Male,137574,43,25,8,Sports,No,0
1435,64,Female,67013,51,47,11,Clothing,No,1
1436,29,Male,137341,91,36,17,Sports,No,1
1437,33,Female,147785,82,48,7,Sports,No,1
1438,41,Female,83620,100,47,17,Groceries,Yes,1
1439,36,Male,35754,63,15,1,Electronics,No,0
1440,25,Female,127584,49,44,7,Clothing,No,1
1441,48,Male,98113,27,40,9,Groceries,No,1
1442,38,Male,116631,9,40,8,Groceries,No,1
1443,34,Male,106784,39,50,17,Groceries,Yes,1
1444,40,Male,55282,65,6,7,Beauty,Yes,1
1445,54,Male,56737,71,37,18,Beauty,Yes,1
1446,33,Male,137972,90,2,2,Groceries,Yes,1
1447,23,Male,117427,71,12,8,Beauty,Yes,1
1448,25,Female,44124,7,58,12,Clothing,No,1
1449,42,Male,90102,72,4,8,Electronics,Yes,1
1450,35,Female,22196,80,23,19,Clothing,Yes,1
1451,42,Female,81527,67,13,11,Electronics,No,1
1452,29,Female,116651,10,17,12,Beauty,Yes,1
1453,32,Male,135477,71,31,7,Clothing,Yes,1
1454,43,Female,105395,85,16,14,Sports,Yes,1
1455,58,Female,31345,53,41,12,Groceries,Yes,1
1456,62,Male,144544,95,26,12,Electronics,No,1
1457,43,Male,54077,87,28,16,Electronics,Yes,1
1458,64,Female,86400,57,1,14,Sports,Yes,1
1459,49,Male,32055,91,47,18,Sports,Yes,1
1460,27,Male,123693,86,12,2,Groceries,Yes,1
1461,33,Male,105283,27,37,13,Beauty,Yes,1
1462,24,Male,64484,54,55,9,Clothing,No,1
1463,34,Female,97514,4,56,16,Clothing,Yes,1
1464,40,Male,110135,88,50,7,Clothing,Yes,1
1465,43,Male,55771,23,20,17,Beauty,No,0
1466,38,Male,132478,48,2,11,Groceries,No,0
1467,39,Female,77654,83,36,16,Clothing,Yes,1
1468,24,Female,66540,42,15,10,Electronics,No,0
1469,31,Male,103151,3,38,8,Electronics,Yes,1
1470,32,Male,126263,91,22,14,Electronics,Yes,1
1471,24,Female,130284,3,44,8,Sports,Yes,1
1472,26,Male,137399,28,50,11,Sports,Yes,1
1473,25,Male,124885,63,32,10,Beauty,No,1
1474,40,Female,142393,81,59,16,Clothing,No,1
1475,46,Male,49377,31,20,5,Sports,No,0
1476,35,Male,115567,10,36,7,Electronics,No,1
1477,48,Female,69573,49,33,9,Sports,Yes,1
1478,47,Female,62733,86,15,14,Electronics,Yes,1
1479,56,Male,149344,94,50,3,Clothing,Yes,1
1480,52,Female,31760,21,46,17,Beauty,No,1
1481,35,Male,133226,100,3,10,Groceries,Yes,1
1482,59,Male,119250,53,29,8,Groceries,Yes,1
1483,56,Male,45762,87,47,8,Electronics,Yes,1
1484,34,Female,70986,76,27,7,Sports,No,1
1485,31,Female,54332,89,5,2,Sports,No,0
1486,48,Male,60100,54,59,17,Electronics,No,1
1487,41,Male,24944,57,56,13,Clothing,No,1
1488,52,Female,68825,20,31,2,Electronics,Yes,1
1489,61,Female,33877,49,22,16,Clothing,Yes,1
1490,62,Female,49990,7,35,3,Beauty,Yes,1
1491,51,Male,149065,29,54,17,Beauty,Yes,1
1492,20,Female,128443,48,7,14,Electronics,No,0
1493,54,Female,119612,93,6,18,Beauty,Yes,1
1494,60,Male,137674,13,26,5,Sports,Yes,1
1495,57,Male,135074,3,54,14,Clothing,No,1
1496,43,Male,75283,2,1,6,Groceries,Yes,1
1497,40,Female,144041,16,19,11,Groceries,Yes,1
1498,61,Male,23258,94,7,15,Beauty,No,1
1499,56,Male,140809,6,36,8,Clothing,No,1
1500,32,Male,51629,45,12,19,Sports,Yes,1
1501,21,Male,57579,71,20,4,Groceries,Yes,1
1502,46,Female,42958,5,23,10,Sports,Yes,1
1503,39,Male,59465,56,25,1,Sports,Yes,1
1504,42,Female,105853,71,30,15,Groceries,Yes,1
1505,30,Female,35775,98,59,3,Groceries,No,1
1506,35,Female,96575,32,29,4,Beauty,Yes,1
1507,50,Male,114633,49,31,6,Clothing,Yes,1
1508,33,Female,54207,13,18,5,Electronics,Yes,0
1509,62,Male,42553,30,41,9,Clothing,Yes,1
1510,59,Male,129938,25,19,13,Electronics,Yes,1
1511,61,Male,73632,85,54,7,Groceries,Yes,1
1512,19,Female,20055,60,4,13,Sports,Yes,1
1513,52,Male,138012,59,1,13,Clothing,Yes,1
1514,59,Male,108697,85,41,19,Sports,Yes,1
1515,51,Male,52873,28,59,2,Clothing,No,0
1516,47,Female,121505,58,15,0,Clothing,No,0
1517,30,Female,100720,20,54,8,Sports,Yes,1
1518,30,Female,86205,34,8,8,Beauty,Yes,1
1519,35,Male,98199,5,15,1,Groceries,Yes,0
1520,49,Female,45318,82,15,15,Beauty,Yes,1
1521,49,Male,53734,60,50,7,Beauty,Yes,1
1522,52,Male,102227,43,39,5,Clothing,Yes,1
1523,56,Female,38522,57,22,12,Groceries,No,1
1524,63,Male,31656,57,18,0,Clothing,Yes,1
1525,46,Female,35893,75,16,18,Electronics,No,1
1526,46,Male,131393,54,2,14,Clothing,No,1
1527,61,Female,36493,81,36,0,Sports,No,1
1528,33,Male,23632,45,20,9,Clothing,No,0
1529,61,Male,115872,86,16,0,Electronics,No,0
1530,64,Male,108648,37,3,11,Clothing,No,0
1531,27,Male,81779,84,56,10,Electronics,No,1
1532,47,Male,58452,48,30,16,Groceries,No,1
1533,42,Female,33266,54,55,3,Clothing,No,1
1534,56,Male,141187,48,2,6,Electronics,Yes,1
1535,37,Female,136603,6,35,11,Groceries,Yes,1
1536,22,Female,81607,34,26,12,Sports,No,1
1537,18,Female,36940,63,57,4,Beauty,No,1
1538,47,Male,44003,78,5,5,Electronics,No,0
1539,20,Male,147880,48,2,1,Sports,Yes,0
1540,62,Male,118408,23,51,6,Groceries,Yes,1
1541,31,Female,54815,84,56,13,Sports,No,1
1542,47,Male,50869,13,20,13,Clothing,No,0
1543,21,Male,69297,47,34,9,Beauty,No,1
1544,35,Female,80107,44,34,3,Electronics,No,0
1545,54,Female,102793,32,54,2,Groceries,No,0
1546,42,Female,36682,26,56,13,Beauty,No,1
1547,18,Female,39622,53,55,5,Groceries,Yes,1
1548,63,Female,50408,14,20,14,Sports,Yes,1
1549,32,Female,28837,52,50,7,Groceries,Yes,1
1550,26,Male,84210,36,25,4,Groceries,No,0
1551,32,Female,35407,8,20,2,Sports,No,0
1552,41,Male,49309,40,25,2,Sports,Yes,0
1553,21,Male,91918,86,53,12,Beauty,Yes,1
1554,29,Male,113190,22,14,1,Electronics,No,0
1555,54,Female,38895,16,47,0,Sports,Yes,1
1556,54,Male,141284,91,44,11,Beauty,Yes,1
1557,60,Female,119087,60,43,7,Groceries,Yes,1
1558,23,Female,106912,60,43,18,Groceries,Yes,1
1559,56,Male,20370,10,39,8,Clothing,No,1
1560,63,Female,134212,25,12,13,Sports,No,0
1561,41,Male,20486,31,48,17,Beauty,No,1
1562,28,Male,43762,21,5,9,Beauty,No,0
1563,30,Female,46613,91,2,8,Electronics,Yes,1
1564,51,Male,132804,81,54,5,Beauty,Yes,1
1565,42,Male,23196,33,16,0,Sports,Yes,0
1566,24,Male,127856,31,55,4,Beauty,No,0
1567,21,Female,138975,90,30,9,Clothing,No,1
1568,25,Male,114937,21,47,12,Groceries,No,1
1569,37,Female,120565,36,43,3,Groceries,No,0
1570,46,Female,96349,65,38,0,Beauty,Yes,1
1571,62,Male,84839,4,45,1,Beauty,No,0
1572,63,Male,61916,68,51,3,Beauty,Yes,1
1573,27,Female,28572,90,42,16,Beauty,Yes,1
1574,60,Female,133312,4,24,9,Clothing,Yes,1
1575,51,Male,48225,9,51,11,Sports,No,1
1576,43,Male,65853,30,30,1,Clothing,No,0
1577,58,Female,69390,45,37,2,Clothing,Yes,1
1578,20,Female,52275,4,57,13,Clothing,Yes,1
1579,23,Female,92379,69,59,14,Groceries,No,1
1580,22,Female,21105,23,53,12,Clothing,No,1
1581,22,Female,136074,16,39,8,Beauty,No,1
1582,64,Male,79896,22,11,1,Clothing,No,0
1583,40,Female,63209,72,14,18,Beauty,Yes,1
1584,26,Female,117175,48,23,15,Sports,Yes,1
1585,52,Male,62487,62,53,10,Groceries,Yes,1
1586,37,Male,38051,97,16,11,Sports,Yes,1
1587,59,Female,114244,60,50,0,Sports,Yes,1
1588,52,Female,120995,80,21,1,Groceries,Yes,1
1589,35,Male,142444,5,55,15,Beauty,No,1
1590,34,Female,97400,80,55,1,Beauty,Yes,1
1591,41,Female,120300,7,4,18,Beauty,No,0
1592,20,Male,86961,51,33,9,Groceries,No,1
1593,49,Female,80156,65,54,18,Clothing,Yes,1
1594,52,Male,134682,9,47,9,Electronics,No,1
1595,55,Male,77175,82,14,15,Clothing,Yes,1
1596,30,Male,26849,45,19,12,Clothing,Yes,1
1597,64,Male,121551,47,59,15,Sports,No,1
1598,42,Female,38976,67,5,17,Electronics,No,1
1599,26,Male,119794,24,36,7,Beauty,No,1
1600,21,Female,135912,92,31,17,Clothing,No,1
1601,31,Female,137275,10,45,12,Groceries,No,1
1602,54,Female,76866,73,18,6,Clothing,No,1
1603,51,Female,137752,77,44,17,Beauty,No,1
1604,28,Female,67078,48,31,5,Clothing,No,0
1605,58,Male,142492,35,55,8,Sports,No,1
1606,20,Male,51113,54,30,5,Sports,Yes,1
1607,45,Male,135520,87,21,17,Clothing,Yes,1
1608,46,Male,35401,81,47,16,Sports,No,1
1609,26,Female,32884,71,30,11,Groceries,No,1
1610,20,Male,104360,16,55,2,Electronics,No,0
1611,42,Female,57563,53,41,4,Clothing,Yes,1
1612,51,Female,54414,40,4,6,Groceries,Yes,1
1613,29,Male,36142,100,5,9,Groceries,No,1
1614,59,Male,132610,20,41,9,Groceries,No,1
1615,26,Male,135128,88,45,18,Beauty,No,1
1616,32,Male,91492,69,10,3,Clothing,No,0
1617,57,Female,99464,45,27,9,Clothing,Yes,1
1618,42,Female,95257,6,16,17,Clothing,Yes,1
1619,22,Male,96693,92,30,2,Electronics,No,1
1620,28,Female,55135,69,13,2,Groceries,No,0
1621,51,Female,92232,49,36,4,Clothing,Yes,1
1622,41,Female,47862,39,21,15,Sports,Yes,1
1623,32,Male,25190,2,45,19,Beauty,No,1
1624,55,Female,90199,39,53,12,Electronics,No,1
1625,25,Male,125366,21,40,10,Beauty,Yes,1
1626,22,Male,24331,40,45,12,Groceries,Yes,1
1627,43,Female,144184,82,15,18,Sports,Yes,1
1628,35,Female,72186,54,20,5,Groceries,No,0
1629,23,Male,64648,12,20,12,Clothing,Yes,1
1630,54,Female,48549,81,45,3,Beauty,No,1
1631,30,Female,101782,37,55,4,Sports,Yes,1
1632,45,Male,45761,38,59,18,Beauty,Yes,1
1633,22,Male,23262,15,5,4,Electronics,Yes,0
1634,30,Male,131624,7,54,13,Sports,No,1
1635,34,Male,71259,78,54,3,Electronics,No,1
1636,57,Female,92572,50,32,11,Sports,Yes,1
1637,62,Female,144720,65,6,5,Clothing,No,0
1638,49,Male,73472,67,30,18,Beauty,Yes,1
1639,46,Male,107858,44,26,9,Beauty,No,1
1640,20,Male,104667,31,37,0,Groceries,Yes,1
1641,57,Female,24677,43,13,15,Sports,Yes,1
1642,51,Male,93508,77,29,3,Sports,No,1
1643,57,Female,100865,48,5,8,Electronics,Yes,1
1644,44,Male,122568,82,25,17,Sports,No,1
1645,30,Male,121437,81,13,16,Beauty,Yes,1
1646,62,Male,129916,81,24,14,Sports,No,1
1647,50,Female,70617,61,31,18,Groceries,Yes,1
1648,23,Female,106029,75,20,6,Groceries,Yes,1
1649,41,Female,38595,84,55,17,Beauty,No,1
1650,36,Male,107459,10,8,5,Beauty,Yes,0
1651,33,Female,80148,29,9,18,Beauty,No,0
1652,57,Female,66926,48,21,11,Sports,Yes,1
1653,45,Male,95271,98,51,2,Sports,Yes,1
1654,50,Male,54457,81,20,0,Clothing,Yes,1
1655,58,Female,62531,62,15,4,Electronics,Yes,1
1656,30,Female,93263,13,26,0,Sports,No,0
1657,60,Female,93300,44,54,7,Clothing,No,1
1658,62,Female,148027,47,42,6,Clothing,No,1
1659,42,Male,83171,64,11,14,Groceries,Yes,1
1660,59,Male,139229,91,37,10,Sports,No,1
1661,53,Male,146159,53,41,17,Clothing,No,1
1662,44,Female,138229,90,11,13,Groceries,Yes,1
1663,55,Female,65771,92,27,8,Electronics,No,1
1664,24,Male,113135,77,30,4,Groceries,Yes,1
1665,22,Male,86354,76,19,3,Electronics,Yes,1
1666,60,Female,132743,44,34,11,Beauty,No,1
1667,62,Female,133381,28,38,0,Beauty,No,0
1668,48,Male,57289,2,23,12,Groceries,No,0
1669,40,Male,53892,57,53,0,Beauty,No,1
1670,59,Male,91196,57,1,2,Sports,Yes,1
1671,27,Female,149662,34,3,7,Groceries,No,0
1672,49,Female,115057,87,3,17,Clothing,Yes,1
1673,60,Female,58409,58,28,15,Sports,No,1
1674,47,Female,135817,52,14,19,Groceries,Yes,1
1675,56,Female,54470,29,52,19,Electronics,No,1
1676,48,Female,38385,35,30,15,Beauty,No,1
1677,35,Male,43296,75,58,1,Beauty,Yes,1
1678,53,Male,138566,48,54,16,Beauty,No,1
1679,19,Female,81716,33,5,9,Groceries,No,0
1680,31,Male,109152,75,49,6,Sports,No,1
